Track,Artist,Popularity,duration_ms,explicit,Danceability,Energy,key,Loudness,mode,speechiness,Acousticness,instrumentalness,liveness,Valence,BPM,Genre
Never Stop Dancing (feat. Ginger) - Edit,Boris Brejcha;Ginger,45,207360,False,0.741,0.42,2,-10.775,1,0.0656,0.00476,0.86,0.0864,0.191,125.022,techno
Back To The Oldschool,The Viper;Endymion,24,183483,False,0.638,0.989,6,-2.575,0,0.143,0.286,0.0,0.349,0.342,155.035,techno
Can't Stand the Fire,Fritz Kalkbrenner,24,335041,False,0.714,0.418,2,-14.844,1,0.0482,0.0316,0.818,0.131,0.0393,123.009,techno
Free Fall,Anja Schneider,42,416931,False,0.803,0.734,1,-9.163,0,0.0609,0.0561,0.869,0.107,0.152,125.0,techno
Lieblingsmensch,Boris Brejcha,43,524159,False,0.777,0.512,10,-9.613,1,0.0403,3.74e-05,0.904,0.1,0.483,124.998,techno
1/2の神話,Akina Nakamori,25,201133,False,0.513,0.86,10,-5.969,0,0.0907,0.0109,0.0279,0.109,0.456,164.913,techno
Wide Awake,Endymion,25,204387,False,0.396,0.937,5,-2.527,0,0.0677,0.0773,0.0,0.0889,0.141,155.041,techno
Bora Bora Bora - Live,Scooter,25,230250,False,0.726,0.875,9,-5.957,0,0.193,0.203,0.00151,0.568,0.523,139.955,techno
"Everybody Be Somebody - Sharam Jey, Kolombo Remix",Ruffneck;Yavahn;Sharam Jey;Kolombo,24,252524,False,0.875,0.511,6,-6.677,0,0.0474,0.204,0.0445,0.139,0.587,122.169,techno
Return To Zero - The Mystery Land Anthem,Marshall Masters,25,120110,False,0.679,0.866,8,-9.691,1,0.0719,3.84e-05,0.755,0.956,0.0457,147.086,techno
The Dj’s Pumping - Freestyle Edit,Paul Elstak,24,179175,False,0.602,0.933,10,-4.886,1,0.0471,0.00172,0.0325,0.372,0.519,150.047,techno
Twisted World - The Viper Mashup mix - Edit Version,Tommyknocker;Sunbeam,25,202116,False,0.49,0.965,1,-4.186,0,0.392,0.0687,0.172,0.241,0.274,158.084,techno
The Business,Tiësto,82,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,trance
Great Spirit,Armin van Buuren;Vini Vici;Hilight Tribe,66,215773,False,0.592,0.911,9,-7.975,1,0.0659,0.00608,0.0123,0.223,0.211,103.517,trance
Indian Spirit,Blastoyz;Sajanka;Liora Itzhak,48,365714,False,0.539,0.938,11,-4.846,0,0.0639,0.00656,0.464,0.103,0.318,147.039,trance
Your Love (9PM),ATB;Topic;A7S,78,150052,False,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,trance
Don't Be Shy,Tiësto;KAROL G,84,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,trance
The Motto,Tiësto;Ava Max,86,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
Hot In It,Tiësto;Charli XCX,84,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
Mister Chung,Sajanka;Yarden,46,375012,False,0.555,0.948,11,-5.672,1,0.132,0.00825,0.738,0.134,0.101,145.002,trance
Sun Is Coming,Sajanka,53,385012,False,0.614,0.755,6,-6.147,1,0.0584,0.00819,0.652,0.268,0.182,149.917,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
Ping Pong - Hardwell Remix,Armin van Buuren;Hardwell,55,180923,False,0.575,0.985,6,-3.493,1,0.0747,0.00379,0.155,0.0471,0.0762,129.956,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
BLUE,Tiësto;Stevie Appleton,2,167858,False,0.744,0.725,11,-6.056,1,0.0303,0.0179,1e-05,0.212,0.902,118.035,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
The Motto,Tiësto;Ava Max,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
The Business,Tiësto,0,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,trance
Hot in It,Tiësto;Charli XCX,1,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
Hot in It,Tiësto;Charli XCX,1,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
Hot in It,Tiësto;Charli XCX,3,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
The Motto,Tiësto;Ava Max,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
The Business,Tiësto,0,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,trance
The Motto,Tiësto;Ava Max,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
The Motto,Tiësto;Ava Max,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
The Motto,Tiësto;Ava Max,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
Don't Be Shy,Tiësto;KAROL G,0,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,trance
The Motto,Tiësto;Ava Max,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
Don't Be Shy,Tiësto;KAROL G,2,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,trance
The Business,Tiësto,0,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,trance
The Business,Tiësto,0,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,trance
Hot in It,Tiësto;Charli XCX,2,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
The Business,Tiësto,4,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
The Business,Tiësto,1,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,trance
The Motto,Tiësto;Ava Max,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
The Motto,Tiësto;Ava Max,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
The Motto,Tiësto;Ava Max,1,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,trance
Don't Be Shy,Tiësto;KAROL G,0,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,trance
Don't Be Shy,Tiësto;KAROL G,0,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,trance
Hot in It,Tiësto;Charli XCX,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,trance
God Is A Dancer,Tiësto;Mabel,0,168125,False,0.798,0.747,1,-3.91,0,0.0808,0.0284,1.9e-06,0.344,0.805,120.002,trance
Nothing Really Matters,Tiësto;Becky Hill,0,157720,False,0.735,0.842,5,-4.079,0,0.0403,0.00519,4.52e-06,0.308,0.681,123.039,trance
The Business,Tiësto,0,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,trance
Computers Take Over The World,Armin van Buuren,7,152250,False,0.777,0.832,1,-5.739,1,0.179,0.00632,0.0508,0.12,0.775,139.917,trance
Jackie Chan,Tiësto;Dzeko;Preme;Post Malone,72,215759,True,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,trance
Adhana,Vini Vici;Astrix,54,460869,False,0.593,0.992,6,-6.58,0,0.0724,0.00808,0.822,0.165,0.0749,138.052,trance
Codeine,Mandragora,58,329125,False,0.495,0.532,1,-8.846,0,0.0528,0.0227,0.354,0.331,0.0514,140.004,trance
Mandala,Blastoyz,53,357482,False,0.625,0.949,6,-5.756,0,0.106,0.0174,0.838,0.176,0.236,143.019,trance
Free Tibet - Vini Vici Remix,Hilight Tribe;Vini Vici,62,474782,False,0.382,0.947,1,-5.93,1,0.0662,0.0132,0.698,0.143,0.0728,103.495,trance
Pump It Louder,Tiësto;Black Eyed Peas,76,158571,False,0.66,0.942,4,-2.273,1,0.185,0.00789,1.76e-05,0.834,0.543,126.017,trance
Sicko Drop,KVSH;Schillist,69,147976,False,0.843,0.713,0,-5.487,1,0.0851,0.0276,0.76,0.0961,0.298,123.983,trance
Hijacked FM Station,KiLLATK;Popek,35,328000,False,0.537,0.977,1,-6.946,1,0.047,5.18e-05,0.646,0.0848,0.0663,180.036,trance
Deep Jungle Walk,Astrix,58,555704,False,0.618,0.885,6,-8.347,0,0.0454,0.000658,0.502,0.37,0.105,138.029,trance
Interlude - Shapeless Remix,Blazy;Aura Vortex;Shapeless,56,157169,False,0.571,0.772,6,-4.854,1,0.199,0.306,0.815,0.237,0.215,191.979,trance
Galiya,Sajanka;TERRA,41,386000,False,0.535,0.732,6,-6.269,0,0.0455,0.00584,0.502,0.0604,0.493,150.025,trance
Purple Control,Sajanka;Barsha,43,415016,False,0.647,0.942,4,-6.441,0,0.0877,0.213,0.811,0.114,0.369,150.006,trance
Passion,Reality Test;Shanti People,46,210434,False,0.637,0.858,6,-5.923,0,0.161,0.0753,0.00787,0.368,0.272,138.029,trance
Ethnic Serenade,Sajanka,45,386636,False,0.576,0.807,1,-6.616,0,0.055,0.00259,0.0973,0.067,0.146,169.985,trance
Psy & Fly,Raz,51,119273,False,0.665,0.945,6,-4.531,1,0.0423,0.0216,0.69,0.0948,0.252,103.486,trance
Oasis,Sajanka,37,405000,False,0.332,0.73,6,-7.581,0,0.0455,0.00643,0.535,0.22,0.306,145.056,trance
Mystical Electric,Sajanka,41,430793,False,0.649,0.871,7,-5.766,1,0.0949,0.00632,0.802,0.716,0.244,148.001,trance
Blah Blah Blah,Armin van Buuren,67,183518,False,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,trance
Ritual,Tiësto;Jonas Blue;Rita Ora,67,198995,False,0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.767,114.996,trance
Shankara,Hilight Tribe,43,400320,False,0.629,0.905,2,-5.284,1,0.0334,0.000526,0.638,0.121,0.751,144.978,trance
Savage,Tiësto;Deorro,71,167500,False,0.694,0.7,0,-5.53,0,0.0488,0.191,0.0,0.0719,0.261,127.965,trance
Tana Num 170bpm,Sajanka,40,380007,False,0.538,0.96,1,-4.577,1,0.0431,0.00437,0.719,0.171,0.25,170.033,trance
Hey (I Miss You),Armin van Buuren;Simon Ward,61,199522,False,0.615,0.88,5,-3.717,1,0.0355,0.000376,0.000966,0.046,0.43,120.044,trance
Pa Ma Garesa,Sajanka;Adiistation,38,338823,False,0.516,0.67,7,-6.066,1,0.038,0.0168,0.617,0.118,0.196,169.993,trance
Om Bhur,Sajanka;Soumya Sanathanan,41,380000,False,0.571,0.839,10,-6.118,0,0.0314,0.029,0.484,0.0994,0.292,149.961,trance
Baila Conmigo,Tiësto,76,146249,False,0.652,0.855,7,-6.411,1,0.0775,0.00658,0.409,0.341,0.0834,127.964,trance
We Are Aliens - Original Mix,Talamasca;Block Device;Lucid,37,500281,False,0.646,0.907,7,-5.171,1,0.0978,0.000617,0.826,0.375,0.312,142.007,trance
Love We Lost (with R3HAB),Armin van Buuren;R3HAB;Simon Ward,63,136000,False,0.651,0.783,0,-6.162,1,0.0501,0.045,0.0,0.0628,0.311,119.995,trance
Monks,Berg,41,377391,False,0.644,0.899,1,-6.888,1,0.0514,0.00228,0.8,0.217,0.225,138.033,trance
India,Fungus Funk,40,356000,False,0.66,0.966,11,-5.369,1,0.0479,4.74e-05,0.678,0.308,0.132,145.999,trance
The Motto - Robin Schulz Remix,Tiësto;Ava Max;Robin Schulz,59,157426,False,0.551,0.889,7,-6.109,0,0.0415,0.00323,0.651,0.447,0.157,126.007,trance
Never Cry Again,Alexander Popov;Whiteout,42,230476,False,0.584,0.897,10,-5.841,0,0.0359,0.000443,0.0946,0.132,0.117,125.96,trance
Lost In Space,Armin van Buuren;Jorn Van Deynhoven,51,201304,False,0.561,0.903,7,-4.868,0,0.0463,0.00917,0.0613,0.188,0.084,138.081,trance
This Is What It Feels Like,Armin van Buuren;Trevor Guthrie,67,204360,False,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,trance
Skydance,W&W;AXMO;Giin,66,166812,False,0.377,0.895,8,-2.467,1,0.0476,0.000408,0.000647,0.607,0.449,75.108,trance
Calling (ASOT 1090),ALPHA 9;Scorz;Tom Bailey,42,234729,False,0.568,0.888,5,-7.863,0,0.0536,0.000298,0.0842,0.119,0.05,126.03,trance
One More Time,Armin van Buuren;Maia Wright,69,148095,False,0.579,0.761,0,-5.547,1,0.0509,0.1,0.00176,0.279,0.287,126.165,trance
Behind The Mask (Transmission 2022 Theme) [ASOT 1090],Daxson,42,190920,False,0.513,0.906,9,-8.441,1,0.0467,2.28e-05,0.684,0.383,0.0389,133.951,trance
The Box (ASOT 1090),GXD,38,251828,False,0.366,0.946,7,-6.994,0,0.0454,6.68e-05,0.876,0.0772,0.0392,133.965,trance
Kaia (ASOT 1090) [Trending Track],Bryan Kearney,40,127030,False,0.437,0.989,6,-7.107,0,0.0533,0.000219,0.556,0.313,0.0978,137.974,trance
Resurrection (ASOT 1090) - GXD Remix,Andy Moor;GXD,37,176074,False,0.414,0.92,11,-8.341,0,0.0368,0.000182,0.802,0.105,0.187,134.98,trance
Dynamo (ASOT 1090),Allen Watts,40,163770,False,0.351,0.962,3,-8.15,0,0.0571,3.77e-05,0.37,0.204,0.149,137.927,trance
Blah Blah Blah,Armin van Buuren,66,183518,False,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,trance
Threshold (ASOT 1090),David Forbes,41,124530,False,0.473,0.94,1,-7.879,0,0.0488,1.75e-05,0.755,0.175,0.565,133.982,trance
Mr Toad (ASOT 1090),Paul Denton,35,222410,False,0.497,0.998,7,-6.713,1,0.07,0.00076,0.898,0.0621,0.203,138.145,trance
Connected (ASOT 1090),GXD;James Christian;Scar,37,238650,False,0.479,0.878,8,-8.732,0,0.0653,0.00108,0.151,0.31,0.192,134.988,trance
Holding On (ASOT 1090) - Steve Brian Remix,Robbie Seed;Steve Brian,39,178760,False,0.541,0.812,7,-9.471,1,0.0387,0.000445,0.0166,0.271,0.145,127.993,trance
Rocket Surgery (ASOT 1090),Robert Nickson,41,171190,False,0.416,0.936,7,-8.562,1,0.0428,0.000138,0.866,0.125,0.0803,133.949,trance
Lean On Me (ASOT 1090) - Zack Evans Remix,Ruben de Ronde;Zack Evans,38,181940,False,0.531,0.914,4,-8.185,0,0.0586,0.00041,0.000595,0.86,0.189,127.983,trance
Fable - Message Version,Robert Miles,0,384666,False,0.579,0.724,1,-7.989,0,0.025,0.0081,0.00468,0.171,0.188,136.094,trance
Sevilla,Henrique Camacho;Fatality,61,352003,False,0.498,0.949,9,-5.145,1,0.289,0.00522,0.697,0.0674,0.155,180.06,trance
Parvati Valley,Blastoyz,44,406153,False,0.577,0.941,1,-6.567,1,0.0551,0.0036,0.697,0.211,0.517,143.016,trance
Red Lights,Tiësto,66,262200,False,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,trance
Galactic Symphony,Mandragora,46,322387,False,0.539,0.794,0,-9.073,0,0.0546,0.0604,0.274,0.18,0.125,99.946,trance
Children,Robert Miles,69,243266,False,0.604,0.755,0,-10.761,1,0.0337,0.000298,0.817,0.0625,0.387,137.064,trance
Roll The Dice,Armin van Buuren;Philip Strand,27,155238,False,0.612,0.731,1,-5.869,0,0.0527,0.057,0.0,0.317,0.569,125.916,trance
I'm Sorry,Armin van Buuren;Scott Abbot,7,190384,False,0.596,0.919,9,-6.179,0,0.0485,0.0329,0.000216,0.138,0.218,130.017,trance
Live On Love,Armin van Buuren;Diane Warren;My Marianne,36,171733,False,0.681,0.76,10,-6.331,0,0.062,0.0382,1.11e-05,0.119,0.548,122.895,trance
Shot At Love,Armin van Buuren;Husky,5,202677,False,0.54,0.916,6,-6.275,1,0.0382,0.00237,0.00015,0.0622,0.262,126.999,trance
Human Touch,Armin van Buuren;Sam Gray,2,145748,False,0.64,0.831,2,-5.317,1,0.0363,0.00288,6.17e-05,0.19,0.585,126.968,trance
Free Tibet (Mixed) - Vini Vici Remix,Hilight Tribe;Vini Vici,52,194779,False,0.405,0.943,11,-5.154,0,0.0584,0.0569,0.48,0.613,0.4,103.492,trance
Hey (I Miss You),Armin van Buuren;Simon Ward,3,199522,False,0.615,0.88,5,-3.72,1,0.0356,0.000377,0.000929,0.0464,0.416,120.049,trance
Something Beautiful,Armin van Buuren,5,154336,False,0.581,0.821,6,-4.702,1,0.033,0.00981,0.0,0.226,0.514,120.733,trance
One More Time,Armin van Buuren;Maia Wright,5,148095,False,0.579,0.764,0,-5.55,1,0.0512,0.0995,0.00174,0.273,0.289,126.162,trance
Live On Love,Armin van Buuren;Diane Warren;My Marianne,3,171733,False,0.631,0.761,10,-6.289,0,0.0708,0.038,1.05e-05,0.114,0.534,122.698,trance
Start Again,Armin van Buuren;Jesse Fink,2,167441,False,0.432,0.724,1,-3.568,0,0.0593,0.00538,1.35e-06,0.167,0.377,172.012,trance
Forever & Always,Armin van Buuren;Gareth Emery;Owl City,4,194002,False,0.58,0.921,8,-7.376,1,0.0463,0.00787,8.06e-05,0.097,0.37,144.98,trance
Clap,Armin van Buuren,3,150002,False,0.647,0.97,9,-3.417,1,0.134,0.00795,0.594,0.411,0.122,130.25,trance
Feel Again,Armin van Buuren;Wrabel,2,178750,False,0.58,0.942,10,-5.305,0,0.0422,0.022,0.2,0.138,0.23,120.027,trance
One More Time,Armin van Buuren;Maia Wright,32,148095,False,0.579,0.768,0,-5.552,1,0.0508,0.0996,0.00182,0.283,0.302,126.153,trance
Forever & Always,Armin van Buuren;Gareth Emery;Owl City,33,194002,False,0.58,0.921,8,-7.376,1,0.0463,0.00787,8.06e-05,0.097,0.37,144.98,trance
Clap,Armin van Buuren,32,150002,False,0.645,0.97,9,-3.417,1,0.134,0.00804,0.562,0.411,0.123,130.244,trance
Love We Lost (with R3HAB),Armin van Buuren;R3HAB;Simon Ward,2,136000,False,0.651,0.783,0,-6.162,1,0.0501,0.045,0.0,0.0628,0.311,119.995,trance
A State Of Trance (ASOT 1090) - Outro,Armin van Buuren,33,36170,False,0.429,0.829,0,-9.952,1,0.509,0.0973,0.0,0.287,0.555,72.434,trance
Superman,Armin van Buuren;Blasterjaxx;24h,5,204250,False,0.403,0.884,6,-6.25,0,0.126,0.0115,6.92e-05,0.805,0.436,103.501,trance
Hawkins Square (ASOT 1090),Paul van Dyk;Alex M.O.R.P.H.,39,224370,False,0.584,0.923,7,-7.32,0,0.0447,0.000417,0.887,0.0601,0.0334,128.025,trance
Come Around Again,Armin van Buuren;Billen Ted;JC Stewart,2,169108,False,0.589,0.912,9,-3.878,0,0.0766,0.0366,0.0,0.0752,0.426,123.946,trance
"A State Of Trance (ASOT 1090) - Track Recap, Pt. 1",Armin van Buuren,41,33680,False,0.721,0.703,2,-7.36,1,0.299,0.084,0.0,0.226,0.842,124.097,trance
Superman,Armin van Buuren;Blasterjaxx;24h,33,204250,False,0.403,0.884,6,-6.25,0,0.126,0.0115,6.92e-05,0.805,0.436,103.501,trance
Let You Down,Armin van Buuren,1,210476,False,0.569,0.959,10,-3.614,0,0.0418,0.0102,0.000199,0.224,0.0368,126.001,trance
Offshore,Armin van Buuren;AVIRA;Chicane,1,199680,False,0.533,0.948,5,-5.977,0,0.0392,0.0011,0.896,0.128,0.354,125.016,trance
Computers Take Over The World,Armin van Buuren,34,152250,False,0.777,0.832,1,-5.739,1,0.176,0.00642,0.05,0.12,0.777,139.901,trance
"A State Of Trance (ASOT 1090) - Tune Of The Year Votings, Pt. 3",Armin van Buuren,41,44920,False,0.311,0.914,0,-8.082,1,0.0654,0.000777,1.87e-05,0.833,0.377,138.035,trance
Computers Take Over The World,Armin van Buuren,4,152250,False,0.777,0.832,1,-5.739,1,0.179,0.00632,0.0508,0.12,0.775,139.917,trance
"A State Of Trance (ASOT 1090) - Tune Of The Year Votings, Pt. 4",Armin van Buuren,40,35450,False,0.602,0.812,9,-8.006,1,0.293,0.27,0.0,0.354,0.832,128.921,trance
Oumuamua,Armin van Buuren,2,325884,False,0.329,0.873,6,-5.323,1,0.0705,0.00013,0.734,0.0563,0.0403,127.923,trance
No Fun,Armin van Buuren;The Stickmen Project,1,130412,False,0.731,0.904,10,-4.774,0,0.0349,0.00861,0.000164,0.0916,0.328,121.03,trance
"A State Of Trance (ASOT 1090) - Track Recap, Pt. 4",Armin van Buuren,34,44910,False,0.577,0.632,6,-8.207,1,0.301,0.0969,0.0,0.244,0.683,135.43,trance
Destiny (ASOT 1090) - GXD Remix,Markus Schulz;Delacey;GXD,39,279420,False,0.461,0.901,3,-7.969,0,0.0474,0.000228,0.00691,0.197,0.048,133.863,trance
A State Of Trance (ASOT 1090) - Contact Service For Dreamers,Armin van Buuren,38,32540,False,0.582,0.703,11,-7.055,0,0.247,0.071,0.0,0.398,0.743,132.478,trance
"A State Of Trance (ASOT 1090) - Track Recap, Pt. 3",Armin van Buuren,37,32250,False,0.567,0.671,11,-7.216,0,0.338,0.0298,0.0,0.726,0.614,125.405,trance
"A State Of Trance (ASOT 1090) - Track Recap, Pt. 2",Armin van Buuren,39,31900,False,0.503,0.85,1,-7.678,1,0.28,0.0187,0.0,0.369,0.894,137.354,trance
Deem Theater (ASOT 1090),Rodrigo Deem,39,241800,False,0.59,0.896,2,-9.474,1,0.0478,0.00263,0.846,0.239,0.12,128.015,trance
I Live For That Energy (ASOT 800 Anthem) [ASOT 1090] [Service For Dreamers],Armin van Buuren,39,161740,False,0.312,0.841,1,-8.6,0,0.0403,0.00169,0.00909,0.176,0.528,131.981,trance
A State Of Trance (ASOT 1090) - Coming Up,Armin van Buuren,39,35541,False,0.586,0.626,7,-8.127,1,0.321,0.0115,0.0,0.301,0.704,125.716,trance
Hey (I Miss You) [ASOT 1090] [Future Favorite],Armin van Buuren;Simon Ward,43,107503,False,0.634,0.805,6,-7.269,1,0.0376,0.000968,0.00691,0.418,0.357,125.122,trance
Pas de Bourree,Armin van Buuren;Lucky Lou,1,141071,False,0.681,0.867,0,-5.729,0,0.0413,0.000611,0.134,0.0463,0.454,126.031,trance
"A State Of Trance (ASOT 1090) - Interview with GXD, Pt. 1",Armin van Buuren,35,33653,False,0.551,0.68,6,-8.036,0,0.293,0.0517,0.0,0.43,0.768,132.42,trance
"A State Of Trance (ASOT 1090) - Interview with GXD, Pt. 3",Armin van Buuren,35,32169,False,0.625,0.523,5,-9.239,1,0.83,0.137,0.0,0.108,0.881,142.099,trance
Velvet Morning 22 (ASOT 1090),Kyau & Albert,42,137625,False,0.479,0.946,10,-7.859,0,0.0388,0.000548,0.261,0.136,0.0381,125.487,trance
Be Someone,KVSH;Schillist;Ray X Ben,69,166005,True,0.711,0.722,2,-8.438,1,0.202,0.101,1.26e-05,0.628,0.398,120.058,trance
Ganesha,Henrique Camacho;Zigma,40,329775,False,0.509,0.554,10,-8.155,0,0.105,0.04,0.277,0.0891,0.235,131.003,trance
"The Business, Pt. II",Tiësto;Ty Dolla $ign,63,164267,False,0.658,0.747,8,-6.567,0,0.0971,0.138,0.0,0.129,0.326,120.073,trance
Great Spirit - Extended Mix,Armin van Buuren;Vini Vici;Hilight Tribe,52,457826,False,0.349,0.94,1,-5.949,0,0.0707,0.00307,0.161,0.474,0.139,138.051,trance
Come Close,Vini Vici;Neelix;MKLA,58,194347,False,0.737,0.775,5,-5.443,0,0.0399,0.0945,0.349,0.191,0.306,137.982,trance
Jumpa Lumpa,Sajanka,39,399996,False,0.637,0.914,0,-6.317,1,0.113,0.0461,0.63,0.187,0.242,170.037,trance
TAAL,KiLLATK;Pyrokine,33,392842,False,0.516,0.977,7,-4.518,1,0.0718,3.13e-05,0.849,0.169,0.0879,94.949,trance
"Sem Voce, Sou Ninguem",Mandragora,51,259452,False,0.485,0.447,11,-8.42,0,0.0471,0.18,0.35,0.124,0.139,136.001,trance
Tripical Moon,Querox;Phaxe,49,438055,False,0.471,0.529,0,-7.419,1,0.0585,0.00929,0.873,0.0998,0.0378,102.737,trance
Slytherin,Mandragora,53,210731,False,0.729,0.406,3,-8.831,0,0.0822,0.109,0.565,0.27,0.0388,163.998,trance
Galeira,Pondora;Gonzi,34,408214,False,0.563,0.874,2,-4.334,1,0.0555,0.006,0.151,0.187,0.351,140.004,trance
The Business - SWACQ Remix,Tiësto;SWACQ,42,169440,False,0.899,0.542,7,-7.393,0,0.0806,0.202,0.206,0.371,0.423,125.039,trance
Anima Mea,Sajanka;WHITENO1SE,38,382451,False,0.596,0.86,6,-5.593,0,0.0958,0.0602,0.656,0.0876,0.365,155.041,trance
The Chant,Berg,37,356521,False,0.379,0.958,6,-5.576,0,0.102,0.00683,0.797,0.0987,0.107,137.898,trance
"Shiva Style - Berg, Phanatic Remix",Mandragora;Berg;Phanatic,46,422608,False,0.383,0.754,2,-7.816,1,0.0641,0.00757,0.684,0.095,0.232,138.002,trance
The Tribe,Vini Vici,49,467826,False,0.675,0.954,6,-6.423,0,0.127,0.00603,0.464,0.115,0.204,138.017,trance
Let Me Hear,"Fear, and Loathing in Las Vegas",61,225546,False,0.175,0.995,6,1.023,0,0.211,0.000145,2.5e-06,0.214,0.303,184.066,trance
Secrets,Tiësto;KSHMR;VASSY,65,250946,False,0.648,0.812,11,-7.585,0,0.0414,0.000329,0.0369,0.0857,0.122,128.178,trance
No Fun,Armin van Buuren;The Stickmen Project,63,130412,False,0.731,0.904,10,-4.774,0,0.0349,0.00861,0.000164,0.0916,0.328,121.03,trance
