Track,Artist,BPM,Energy,Valence,Danceability,Acousticness,Popularity,Year
Ibiza Session Track 970,Peggy Gou,109,0.58,0.58,0.55,0.72,51,2016
Ibiza Session Track 971,David Guetta,103,0.45,0.58,0.52,0.33,45,2023
Ibiza Session Track 972,The Martinez Brothers,133,0.81,0.13,0.69,0.02,58,2012
Ibiza Session Track 973,Carl Cox,128,0.96,0.43,0.63,0.0,73,2025
Ibiza Session Track 974,Hot Since 82,99,0.48,0.54,0.56,0.55,67,2023
Ibiza Session Track 975,Fisher,110,0.44,0.67,0.52,0.69,52,2022
Ibiza Session Track 976,Solomun,113,0.54,0.42,0.52,0.77,44,2016
Ibiza Session Track 977,Fisher,129,0.93,0.57,0.72,0.04,49,1999
Ibiza Session Track 978,Fisher,122,0.83,0.39,0.64,0.01,61,2009
Ibiza Session Track 979,Fisher,95,0.35,0.47,0.58,0.38,49,2003
Ibiza Session Track 980,The Martinez Brothers,127,0.96,0.76,0.62,0.03,53,2013
Ibiza Session Track 981,Marco Carola,126,0.81,0.34,0.79,0.09,80,2023
Ibiza Session Track 982,Carl Cox,128,0.99,0.46,0.6,0.03,65,2020
Ibiza Session Track 983,Marco Carola,103,0.48,0.49,0.63,0.38,62,2024
Ibiza Session Track 984,Black Coffee,125,0.92,0.44,0.71,0.02,59,2018
Ibiza Session Track 985,Solomun,128,0.89,0.68,0.67,0.05,63,2016
Ibiza Session Track 986,Marco Carola,93,0.37,0.67,0.66,0.36,69,2023
Ibiza Session Track 987,Marco Carola,130,0.97,0.72,0.61,0.04,53,2010
Ibiza Session Track 988,Tale Of Us,91,0.47,0.47,0.57,0.59,73,2015
Ibiza Session Track 989,Solomun,133,0.82,0.18,0.75,0.0,56,2015
Ibiza Session Track 990,Solomun,119,0.8,0.64,0.85,0.14,79,2010
Ibiza Session Track 991,Jamie Jones,121,0.77,0.5,0.84,0.18,41,2002
Ibiza Session Track 992,Carl Cox,98,0.57,0.53,0.65,0.5,49,2010
Ibiza Session Track 993,Peggy Gou,97,0.42,0.36,0.61,0.4,76,2008
Ibiza Session Track 994,Maceo Plex,126,0.87,0.39,0.8,0.09,62,2011
Ibiza Session Track 995,David Guetta,123,0.71,0.28,0.65,0.01,78,1999
Ibiza Session Track 996,Peggy Gou,123,0.75,0.63,0.77,0.19,61,2011
Ibiza Session Track 997,Carl Cox,111,0.46,0.46,0.58,0.66,55,1995
Ibiza Session Track 998,Fisher,127,0.98,0.42,0.66,0.04,60,1996
Ibiza Session Track 999,The Martinez Brothers,126,0.91,0.77,0.65,0.01,59,2020
Ibiza Session Track 1000,MK,126,0.79,0.76,0.73,0.15,68,1998
Ibiza Session Track 1001,MK,125,0.72,0.36,0.67,0.05,70,1997
Ibiza Session Track 1002,MK,121,0.72,0.7,0.83,0.04,45,2002
Ibiza Session Track 1003,Peggy Gou,125,0.87,0.35,0.75,0.05,60,2002
Ibiza Session Track 1004,Maceo Plex,126,0.98,0.76,0.68,0.0,59,2018
Ibiza Session Track 1005,Fisher,107,0.39,0.6,0.52,0.45,53,2018
Ibiza Session Track 1006,The Martinez Brothers,104,0.34,0.32,0.62,0.59,69,2017
Ibiza Session Track 1007,David Guetta,93,0.52,0.51,0.69,0.79,60,2004
Ibiza Session Track 1008,Black Coffee,121,0.84,0.65,0.77,0.16,65,2024
Ibiza Session Track 1009,Calvin Harris,127,0.95,0.6,0.63,0.0,55,2025
Ibiza Session Track 1010,Jamie Jones,116,0.51,0.46,0.56,0.76,47,2012
Ibiza Session Track 1011,The Martinez Brothers,96,0.33,0.66,0.59,0.76,66,1998
Ibiza Session Track 1012,MK,128,0.73,0.13,0.67,0.07,78,1995
Ibiza Session Track 1013,Calvin Harris,129,0.92,0.8,0.66,0.04,79,2017
Ibiza Session Track 1014,Carl Cox,125,0.73,0.12,0.77,0.05,69,2002
Ibiza Session Track 1015,David Guetta,126,0.94,0.31,0.69,0.04,72,2002
Ibiza Session Track 1016,Tale Of Us,132,0.75,0.23,0.71,0.05,55,2024
Ibiza Session Track 1017,MK,123,0.76,0.5,0.85,0.02,50,2023
Ibiza Session Track 1018,Hot Since 82,114,0.38,0.56,0.61,0.46,51,2015
Ibiza Session Track 1019,Black Coffee,125,0.97,0.43,0.68,0.01,74,2013
Ibiza Session Track 1020,David Guetta,124,0.82,0.71,0.75,0.07,72,2009
Ibiza Session Track 1021,Hot Since 82,125,0.81,0.63,0.89,0.15,47,2012
Ibiza Session Track 1022,Solomun,126,0.76,0.51,0.87,0.11,55,2016
Ibiza Session Track 1023,David Guetta,129,0.89,0.54,0.75,0.01,71,2003
Ibiza Session Track 1024,Black Coffee,121,0.81,0.85,0.83,0.2,49,2010
Ibiza Session Track 1025,Tale Of Us,124,0.65,0.83,0.76,0.1,64,2024
Ibiza Session Track 1026,Tale Of Us,128,0.89,0.69,0.69,0.04,75,2010
Ibiza Session Track 1027,Tale Of Us,131,0.94,0.25,0.67,0.03,53,2021
Ibiza Session Track 1028,Carl Cox,117,0.45,0.5,0.55,0.33,62,2005
Ibiza Session Track 1029,Calvin Harris,126,0.97,0.48,0.74,0.0,44,2000
Ibiza Session Track 1030,Marco Carola,97,0.39,0.38,0.54,0.51,70,2022
Ibiza Session Track 1031,Hot Since 82,127,0.65,0.87,0.86,0.1,76,2009
Ibiza Session Track 1032,Solomun,96,0.56,0.44,0.55,0.34,75,2015
Ibiza Session Track 1033,Peggy Gou,92,0.42,0.46,0.64,0.41,69,2000
Ibiza Session Track 1034,Calvin Harris,130,0.85,0.25,0.77,0.07,74,2023
Ibiza Session Track 1035,Marco Carola,127,0.99,0.75,0.71,0.02,44,2019
Ibiza Session Track 1036,Tale Of Us,125,0.66,0.9,0.76,0.05,69,2008
Ibiza Session Track 1037,The Martinez Brothers,122,0.76,0.88,0.83,0.17,55,2003
Ibiza Session Track 1038,Jamie Jones,101,0.56,0.56,0.6,0.6,59,2019
Ibiza Session Track 1039,Peggy Gou,125,0.92,0.67,0.61,0.02,77,2014
Ibiza Session Track 1040,Maceo Plex,109,0.43,0.67,0.57,0.54,70,2018
Ibiza Session Track 1041,Peggy Gou,128,0.98,0.54,0.7,0.0,60,2015
Ibiza Session Track 1042,Jamie Jones,126,0.68,0.58,0.86,0.15,68,2002
Ibiza Session Track 1043,Marco Carola,128,0.89,0.63,0.71,0.03,53,2005
Ibiza Session Track 1044,Solomun,124,0.81,0.18,0.77,0.02,46,2001
Ibiza Session Track 1045,Calvin Harris,133,0.81,0.21,0.63,0.03,40,2000
Ibiza Session Track 1046,Calvin Harris,104,0.44,0.41,0.52,0.64,43,2022
Ibiza Session Track 1047,Fisher,125,0.77,0.85,0.8,0.02,56,1995
Ibiza Session Track 1048,The Martinez Brothers,131,0.89,0.67,0.75,0.04,51,2024
Ibiza Session Track 1049,Maceo Plex,126,0.63,0.78,0.76,0.1,62,2002
Ibiza Session Track 1050,Solomun,126,0.9,0.63,0.67,0.02,50,2005
Ibiza Session Track 1051,Black Coffee,130,0.94,0.37,0.65,0.02,49,1996
Ibiza Session Track 1052,MK,127,0.71,0.11,0.62,0.07,66,1996
Ibiza Session Track 1053,The Martinez Brothers,103,0.5,0.42,0.55,0.5,55,2008
Ibiza Session Track 1054,Maceo Plex,128,0.85,0.79,0.68,0.03,66,2006
Ibiza Session Track 1055,Calvin Harris,91,0.4,0.37,0.5,0.66,46,1995
Ibiza Session Track 1056,Black Coffee,112,0.43,0.51,0.66,0.77,55,2016
Ibiza Session Track 1057,David Guetta,125,0.88,0.49,0.63,0.01,59,2024
Ibiza Session Track 1058,Tale Of Us,122,0.83,0.65,0.77,0.17,73,2016
Ibiza Session Track 1059,Hot Since 82,128,0.8,0.25,0.79,0.07,60,2011
Ibiza Session Track 1060,Carl Cox,123,0.61,0.68,0.79,0.19,46,2010
Ibiza Session Track 1061,Maceo Plex,97,0.44,0.55,0.64,0.31,55,2021
Ibiza Session Track 1062,Marco Carola,124,0.69,0.84,0.82,0.17,49,2012
Ibiza Session Track 1063,Hot Since 82,125,0.8,0.15,0.76,0.02,72,1995
Ibiza Session Track 1064,The Martinez Brothers,125,0.68,0.71,0.85,0.06,63,2002
Ibiza Session Track 1065,Maceo Plex,96,0.5,0.38,0.67,0.65,57,2016
Ibiza Session Track 1066,Fisher,125,0.8,0.13,0.72,0.01,61,2008
Ibiza Session Track 1067,David Guetta,92,0.52,0.59,0.56,0.59,45,2024
Ibiza Session Track 1068,Solomun,130,0.87,0.31,0.74,0.01,72,2009
Ibiza Session Track 1069,Solomun,113,0.36,0.34,0.59,0.42,55,2001
Ibiza Session Track 1070,Peggy Gou,118,0.63,0.67,0.89,0.11,63,2019
Ibiza Session Track 1071,MK,129,0.96,0.69,0.64,0.04,66,2003
Ibiza Session Track 1072,Peggy Gou,124,0.82,0.5,0.73,0.09,55,2013
Ibiza Session Track 1073,MK,127,0.98,0.58,0.66,0.01,53,1996
Ibiza Session Track 1074,David Guetta,118,0.7,0.64,0.7,0.05,46,2008
Ibiza Session Track 1075,Hot Since 82,124,0.92,0.3,0.61,0.01,65,2012
Ibiza Session Track 1076,The Martinez Brothers,127,0.95,0.56,0.62,0.04,77,2014
Ibiza Session Track 1077,Jamie Jones,128,0.76,0.12,0.65,0.07,70,2024
Ibiza Session Track 1078,Black Coffee,93,0.42,0.63,0.65,0.62,62,2019
Ibiza Session Track 1079,Jamie Jones,105,0.38,0.42,0.63,0.43,51,2001
Ibiza Session Track 1080,Hot Since 82,132,0.81,0.12,0.69,0.04,53,2024
Ibiza Session Track 1081,Carl Cox,92,0.46,0.37,0.51,0.73,55,2020
Ibiza Session Track 1082,Peggy Gou,125,0.78,0.81,0.83,0.01,64,2012
Ibiza Session Track 1083,Peggy Gou,110,0.42,0.32,0.63,0.34,47,2015
Ibiza Session Track 1084,Tale Of Us,127,0.73,0.84,0.89,0.18,48,2002
Ibiza Session Track 1085,Marco Carola,124,0.76,0.76,0.76,0.01,51,2003
Ibiza Session Track 1086,Peggy Gou,124,0.93,0.72,0.72,0.02,53,2015
Ibiza Session Track 1087,David Guetta,125,0.91,0.37,0.64,0.07,53,2024
Ibiza Session Track 1088,Solomun,123,0.62,0.69,0.89,0.11,76,2022
Ibiza Session Track 1089,Fisher,125,0.77,0.82,0.71,0.16,43,2020
Ibiza Session Track 1090,Maceo Plex,125,0.66,0.57,0.75,0.02,50,2005
Ibiza Session Track 1091,Marco Carola,125,0.99,0.78,0.6,0.01,64,2018
Ibiza Session Track 1092,Marco Carola,104,0.45,0.5,0.61,0.44,57,1995
Ibiza Session Track 1093,Marco Carola,124,0.78,0.77,0.83,0.13,60,2025
Ibiza Session Track 1094,Calvin Harris,92,0.54,0.31,0.54,0.66,45,2017
Ibiza Session Track 1095,David Guetta,122,0.78,0.69,0.73,0.18,55,2001
Ibiza Session Track 1096,David Guetta,128,0.94,0.52,0.71,0.02,74,1998
Ibiza Session Track 1097,Maceo Plex,122,0.67,0.86,0.7,0.06,57,2007
Ibiza Session Track 1098,Black Coffee,122,0.66,0.53,0.9,0.11,46,1996
Ibiza Session Track 1099,Carl Cox,123,0.86,0.88,0.83,0.14,61,2004
Ibiza Session Track 1100,Black Coffee,123,0.64,0.89,0.78,0.14,61,2014
Ibiza Session Track 1101,Solomun,128,0.88,0.72,0.63,0.02,79,2015
Ibiza Session Track 1102,Peggy Gou,124,0.93,0.24,0.65,0.04,53,2006
Ibiza Session Track 1103,The Martinez Brothers,121,0.87,0.8,0.86,0.14,43,2025
Ibiza Session Track 1104,Calvin Harris,126,0.83,0.75,0.71,0.16,72,2014
Ibiza Session Track 1105,Black Coffee,127,0.87,0.45,0.73,0.02,65,2004
Ibiza Session Track 1106,Jamie Jones,132,0.87,0.44,0.62,0.04,63,1996
Ibiza Session Track 1107,Maceo Plex,123,0.9,0.31,0.78,0.04,70,2025
Ibiza Session Track 1108,Jamie Jones,125,0.85,0.39,0.79,0.09,52,2001
Ibiza Session Track 1109,Jamie Jones,132,0.9,0.32,0.78,0.06,51,1999
Ibiza Session Track 1110,Jamie Jones,130,0.82,0.22,0.79,0.09,42,2000
Ibiza Session Track 1111,MK,108,0.6,0.38,0.63,0.38,53,2013
Ibiza Session Track 1112,Carl Cox,129,0.82,0.33,0.65,0.03,48,2015
Ibiza Session Track 1113,The Martinez Brothers,82,0.46,0.4,0.63,0.41,60,2016
Ibiza Session Track 1114,The Martinez Brothers,90,0.56,0.57,0.64,0.74,79,2023
Ibiza Session Track 1115,Black Coffee,127,0.93,0.51,0.68,0.03,75,2009
Ibiza Session Track 1116,The Martinez Brothers,129,0.86,0.39,0.66,0.0,66,2017
Ibiza Session Track 1117,MK,127,0.86,0.88,0.85,0.1,71,2011
Ibiza Session Track 1118,Hot Since 82,123,0.98,0.54,0.68,0.01,74,1998
Ibiza Session Track 1119,Calvin Harris,102,0.58,0.39,0.52,0.74,51,2001
Ibiza Session Track 1120,Calvin Harris,123,0.67,0.68,0.86,0.11,73,2021
Ibiza Session Track 1121,Carl Cox,87,0.45,0.33,0.58,0.66,73,2021
Ibiza Session Track 1122,Maceo Plex,127,0.79,0.83,0.85,0.11,67,1995
Ibiza Session Track 1123,Maceo Plex,97,0.39,0.39,0.6,0.44,51,2009
Ibiza Session Track 1124,Solomun,125,0.61,0.81,0.75,0.14,57,2003
Ibiza Session Track 1125,Hot Since 82,121,0.65,0.6,0.85,0.12,78,1997
Ibiza Session Track 1126,Marco Carola,126,0.85,0.47,0.73,0.03,79,2021
Ibiza Session Track 1127,Fisher,126,0.81,0.19,0.7,0.06,69,2013
Ibiza Session Track 1128,Hot Since 82,98,0.33,0.55,0.57,0.64,64,2001
Ibiza Session Track 1129,Jamie Jones,91,0.4,0.37,0.6,0.44,69,2002
Ibiza Session Track 1130,The Martinez Brothers,97,0.4,0.51,0.58,0.79,65,2019
Ibiza Session Track 1131,Hot Since 82,127,0.92,0.76,0.62,0.04,46,2002
Ibiza Session Track 1132,Hot Since 82,102,0.34,0.62,0.51,0.41,74,2018
Ibiza Session Track 1133,Solomun,125,0.63,0.69,0.85,0.16,65,2016
Ibiza Session Track 1134,Maceo Plex,113,0.44,0.43,0.54,0.62,47,2016
Ibiza Session Track 1135,Fisher,125,0.78,0.7,0.77,0.16,40,2004
Ibiza Session Track 1136,Marco Carola,125,0.87,0.72,0.86,0.04,80,2000
Ibiza Session Track 1137,Carl Cox,107,0.36,0.32,0.54,0.51,66,2002
Ibiza Session Track 1138,Calvin Harris,121,0.79,0.85,0.75,0.0,78,1999
Ibiza Session Track 1139,Jamie Jones,124,0.95,0.6,0.68,0.02,61,2019
Ibiza Session Track 1140,Peggy Gou,127,0.94,0.53,0.61,0.05,59,2013
Ibiza Session Track 1141,Fisher,92,0.57,0.34,0.64,0.31,46,2018
Ibiza Session Track 1142,Fisher,129,0.92,0.7,0.74,0.02,74,1996
Ibiza Session Track 1143,MK,125,0.96,0.47,0.63,0.03,69,2017
Ibiza Session Track 1144,Carl Cox,130,0.75,0.24,0.63,0.09,73,2000
Ibiza Session Track 1145,Fisher,129,0.78,0.26,0.77,0.08,67,2014
Ibiza Session Track 1146,Carl Cox,111,0.3,0.5,0.54,0.35,77,1997
Ibiza Session Track 1147,Carl Cox,127,0.85,0.34,0.78,0.03,79,2000
Ibiza Session Track 1148,The Martinez Brothers,78,0.52,0.55,0.6,0.43,41,2003
Ibiza Session Track 1149,Fisher,127,0.89,0.67,0.61,0.04,77,2019
Ibiza Session Track 1150,The Martinez Brothers,129,0.97,0.51,0.73,0.0,70,1996
Ibiza Session Track 1151,Tale Of Us,126,0.75,0.66,0.7,0.11,56,1998
Ibiza Session Track 1152,Calvin Harris,100,0.55,0.48,0.62,0.66,65,2007
Ibiza Session Track 1153,Marco Carola,123,0.77,0.83,0.84,0.11,73,2019
Ibiza Session Track 1154,Fisher,131,0.73,0.28,0.71,0.03,51,2001
Ibiza Session Track 1155,Calvin Harris,92,0.32,0.5,0.56,0.46,67,2023
Ibiza Session Track 1156,Marco Carola,129,0.88,0.63,0.74,0.04,71,1996
Ibiza Session Track 1157,Solomun,123,0.74,0.6,0.86,0.04,59,2025
Ibiza Session Track 1158,Fisher,129,0.95,0.57,0.7,0.04,58,2018
Ibiza Session Track 1159,MK,89,0.6,0.56,0.52,0.3,78,2021
Ibiza Session Track 1160,Jamie Jones,123,0.87,0.84,0.72,0.18,72,1998
Ibiza Session Track 1161,Hot Since 82,130,0.86,0.48,0.68,0.01,45,1996
Ibiza Session Track 1162,The Martinez Brothers,86,0.32,0.31,0.62,0.55,78,2013
Ibiza Session Track 1163,Fisher,125,0.64,0.62,0.87,0.2,72,2011
Ibiza Session Track 1164,Calvin Harris,104,0.5,0.56,0.59,0.38,56,2021
Ibiza Session Track 1165,Carl Cox,127,0.91,0.11,0.65,0.03,59,2017
Ibiza Session Track 1166,Solomun,129,0.74,0.26,0.76,0.08,47,2019
Ibiza Session Track 1167,Black Coffee,104,0.4,0.47,0.55,0.46,48,2009
Ibiza Session Track 1168,Fisher,127,0.8,0.37,0.64,0.01,56,2001
Ibiza Session Track 1169,Maceo Plex,121,0.89,0.89,0.72,0.13,57,2017
Ibiza Session Track 1170,Carl Cox,96,0.39,0.38,0.59,0.46,53,2011
Ibiza Session Track 1171,Hot Since 82,100,0.36,0.68,0.6,0.71,69,2007
Ibiza Session Track 1172,Solomun,128,0.93,0.65,0.73,0.04,79,2007
Ibiza Session Track 1173,Peggy Gou,127,0.69,0.87,0.85,0.08,45,2023
Ibiza Session Track 1174,Fisher,82,0.46,0.33,0.65,0.64,63,1995
Ibiza Session Track 1175,Black Coffee,95,0.43,0.51,0.57,0.7,71,2001
Ibiza Session Track 1176,Calvin Harris,127,0.88,0.35,0.73,0.0,46,2004
Ibiza Session Track 1177,Hot Since 82,130,0.93,0.79,0.6,0.05,46,2019
Ibiza Session Track 1178,Black Coffee,101,0.43,0.4,0.52,0.65,46,2016
Ibiza Session Track 1179,David Guetta,128,0.76,0.12,0.71,0.08,53,2010
Ibiza Session Track 1180,Peggy Gou,125,0.75,0.85,0.82,0.09,49,2022
Ibiza Session Track 1181,David Guetta,89,0.42,0.45,0.58,0.32,79,2019
Ibiza Session Track 1182,Hot Since 82,103,0.55,0.33,0.63,0.54,44,2018
Ibiza Session Track 1183,Jamie Jones,126,0.87,0.23,0.74,0.1,80,2000
Ibiza Session Track 1184,Carl Cox,128,0.97,0.57,0.61,0.0,44,2024
Ibiza Session Track 1185,Jamie Jones,127,0.88,0.4,0.7,0.03,54,2013
Ibiza Session Track 1186,Maceo Plex,125,0.61,0.72,0.71,0.03,47,2014
Ibiza Session Track 1187,Hot Since 82,122,0.68,0.62,0.79,0.18,41,2021
Ibiza Session Track 1188,Peggy Gou,122,0.79,0.9,0.72,0.18,58,2022
Ibiza Session Track 1189,Hot Since 82,131,0.93,0.32,0.67,0.02,78,2019
Ibiza Session Track 1190,The Martinez Brothers,124,0.88,0.51,0.84,0.13,79,2001
Ibiza Session Track 1191,Solomun,122,0.74,0.66,0.78,0.08,76,2017
Ibiza Session Track 1192,Carl Cox,103,0.59,0.39,0.7,0.3,64,2017
Ibiza Session Track 1193,Black Coffee,128,0.97,0.54,0.6,0.05,75,2000
Ibiza Session Track 1194,Maceo Plex,124,0.87,0.33,0.7,0.07,66,1997
Ibiza Session Track 1195,Peggy Gou,130,0.98,0.71,0.66,0.03,53,2025
Ibiza Session Track 1196,MK,128,0.69,0.6,0.88,0.09,70,2016
Ibiza Session Track 1197,Peggy Gou,99,0.6,0.49,0.66,0.57,56,2010
Ibiza Session Track 1198,Tale Of Us,123,0.65,0.56,0.86,0.11,59,2024
Ibiza Session Track 1199,Maceo Plex,131,0.88,0.78,0.7,0.02,72,2018
Ibiza Session Track 1200,The Martinez Brothers,92,0.48,0.6,0.51,0.73,59,2014
Ibiza Session Track 1201,Black Coffee,115,0.44,0.32,0.52,0.31,63,1995
Ibiza Session Track 1202,Maceo Plex,124,0.88,0.7,0.75,0.18,61,2024
Ibiza Session Track 1203,Peggy Gou,125,0.65,0.78,0.89,0.11,68,2014
Ibiza Session Track 1204,Hot Since 82,93,0.35,0.37,0.51,0.75,60,2016
Ibiza Session Track 1205,Hot Since 82,110,0.33,0.48,0.63,0.38,43,2011
Ibiza Session Track 1206,MK,128,0.71,0.26,0.75,0.09,43,2006
Ibiza Session Track 1207,David Guetta,127,0.9,0.17,0.62,0.05,62,2016
Ibiza Session Track 1208,Jamie Jones,124,0.61,0.51,0.86,0.15,64,2011
Ibiza Session Track 1209,Jamie Jones,128,0.96,0.63,0.64,0.04,75,2015
Ibiza Session Track 1210,Carl Cox,126,0.95,0.48,0.73,0.04,68,2002
Ibiza Session Track 1211,Hot Since 82,90,0.39,0.59,0.69,0.45,76,1995
Ibiza Session Track 1212,MK,126,0.88,0.82,0.73,0.09,62,1997
Ibiza Session Track 1213,Calvin Harris,127,0.77,0.29,0.64,0.01,66,2022
Ibiza Session Track 1214,Maceo Plex,76,0.41,0.31,0.66,0.65,49,2006
Ibiza Session Track 1215,MK,105,0.38,0.45,0.68,0.37,59,2016
Ibiza Session Track 1216,David Guetta,130,0.94,0.18,0.79,0.05,49,1996
Ibiza Session Track 1217,Maceo Plex,129,0.76,0.34,0.71,0.1,53,2024
Ibiza Session Track 1218,Black Coffee,123,0.88,0.17,0.65,0.03,69,2021
Ibiza Session Track 1219,Hot Since 82,119,0.78,0.54,0.85,0.05,78,2017
Ibiza Session Track 1220,Peggy Gou,127,0.98,0.45,0.73,0.03,53,2010
Ibiza Session Track 1221,Maceo Plex,92,0.53,0.38,0.67,0.33,63,2021
Ibiza Session Track 1222,Marco Carola,123,0.65,0.9,0.71,0.12,69,2012
Ibiza Session Track 1223,Jamie Jones,122,0.66,0.51,0.9,0.09,80,2018
Ibiza Session Track 1224,Fisher,122,0.88,0.67,0.73,0.09,48,2012
Ibiza Session Track 1225,MK,129,0.9,0.19,0.64,0.05,59,2002
Ibiza Session Track 1226,Maceo Plex,131,0.99,0.6,0.62,0.01,62,1998
Ibiza Session Track 1227,MK,126,0.78,0.13,0.77,0.02,49,1996
Ibiza Session Track 1228,MK,122,0.68,0.51,0.87,0.1,40,2000
Ibiza Session Track 1229,Solomun,111,0.41,0.58,0.66,0.51,78,2022
Ibiza Session Track 1230,Black Coffee,123,0.53,0.47,0.53,0.51,55,2018
Ibiza Session Track 1231,Peggy Gou,123,0.64,0.77,0.89,0.19,54,2023
Ibiza Session Track 1232,Tale Of Us,120,0.86,0.89,0.77,0.1,53,2009
Ibiza Session Track 1233,Maceo Plex,125,0.96,0.73,0.68,0.05,65,2003
Ibiza Session Track 1234,Black Coffee,124,0.9,0.16,0.73,0.01,47,2020
Ibiza Session Track 1235,Peggy Gou,129,0.93,0.17,0.75,0.08,53,2022
Ibiza Session Track 1236,Peggy Gou,133,0.94,0.13,0.74,0.1,47,1997
Ibiza Session Track 1237,The Martinez Brothers,128,0.85,0.2,0.66,0.08,65,1997
Ibiza Session Track 1238,Calvin Harris,90,0.5,0.44,0.61,0.53,64,2025
Ibiza Session Track 1239,David Guetta,85,0.45,0.4,0.57,0.44,51,2019
Ibiza Session Track 1240,Solomun,122,0.71,0.64,0.9,0.17,40,2025
Ibiza Session Track 1241,Peggy Gou,124,0.81,0.84,0.81,0.17,43,2019
Ibiza Session Track 1242,The Martinez Brothers,127,0.98,0.74,0.68,0.04,49,2004
Ibiza Session Track 1243,Peggy Gou,129,0.98,0.46,0.71,0.01,41,2023
Ibiza Session Track 1244,Calvin Harris,126,0.98,0.4,0.67,0.04,44,2015
Ibiza Session Track 1245,Tale Of Us,111,0.33,0.64,0.57,0.41,75,2018
Ibiza Session Track 1246,Marco Carola,91,0.56,0.34,0.51,0.63,69,2007
Ibiza Session Track 1247,Black Coffee,128,0.93,0.35,0.67,0.08,65,2022
Ibiza Session Track 1248,Black Coffee,126,0.71,0.38,0.66,0.0,49,2010
Ibiza Session Track 1249,Hot Since 82,127,0.71,0.27,0.77,0.07,70,2006
Ibiza Session Track 1250,Jamie Jones,103,0.45,0.4,0.69,0.69,47,2012
Ibiza Session Track 1251,Tale Of Us,98,0.54,0.67,0.53,0.49,80,2019
Ibiza Session Track 1252,Jamie Jones,131,0.86,0.55,0.65,0.01,43,2007
Ibiza Session Track 1253,David Guetta,122,0.73,0.59,0.87,0.0,72,1997
Ibiza Session Track 1254,Calvin Harris,122,0.8,0.81,0.73,0.11,64,2013
Ibiza Session Track 1255,Marco Carola,131,0.79,0.16,0.79,0.06,73,2016
Ibiza Session Track 1256,Carl Cox,107,0.33,0.59,0.53,0.3,55,2012
Ibiza Session Track 1257,MK,87,0.44,0.39,0.57,0.56,69,2013
Ibiza Session Track 1258,Solomun,127,0.97,0.73,0.69,0.03,65,2010
Ibiza Session Track 1259,Black Coffee,117,0.51,0.52,0.64,0.46,40,2004
Ibiza Session Track 1260,Jamie Jones,124,0.86,0.6,0.72,0.16,49,2011
Ibiza Session Track 1261,Jamie Jones,124,0.82,0.34,0.79,0.09,70,2012
Ibiza Session Track 1262,Black Coffee,125,0.88,0.78,0.7,0.02,67,2002
Ibiza Session Track 1263,Marco Carola,130,0.93,0.6,0.69,0.01,57,2003
Ibiza Session Track 1264,Solomun,127,0.64,0.58,0.89,0.01,52,1995
Ibiza Session Track 1265,Fisher,125,0.91,0.63,0.7,0.03,56,2003
Ibiza Session Track 1266,Hot Since 82,124,0.75,0.6,0.9,0.15,51,2017
Ibiza Session Track 1267,Marco Carola,127,0.75,0.19,0.77,0.02,47,2001
Ibiza Session Track 1268,Peggy Gou,134,0.98,0.53,0.65,0.05,72,1999
Ibiza Session Track 1269,Maceo Plex,128,0.86,0.72,0.66,0.03,52,2023
Ibiza Session Track 1270,Hot Since 82,104,0.5,0.43,0.54,0.75,77,2004
Ibiza Session Track 1271,David Guetta,129,0.9,0.48,0.69,0.03,63,2006
Ibiza Session Track 1272,Tale Of Us,112,0.48,0.52,0.6,0.52,67,2018
Ibiza Session Track 1273,Tale Of Us,90,0.57,0.31,0.51,0.4,61,2025
Ibiza Session Track 1274,David Guetta,103,0.58,0.66,0.68,0.63,70,2005
Ibiza Session Track 1275,Calvin Harris,123,0.68,0.89,0.77,0.17,64,2000
Ibiza Session Track 1276,David Guetta,122,0.64,0.63,0.85,0.2,79,2020
Ibiza Session Track 1277,David Guetta,102,0.57,0.35,0.52,0.67,77,1998
Ibiza Session Track 1278,MK,126,0.87,0.49,0.66,0.0,43,2008
Ibiza Session Track 1279,Fisher,126,0.73,0.11,0.69,0.1,75,2013
Ibiza Session Track 1280,Fisher,130,0.85,0.17,0.65,0.05,79,2008
Ibiza Session Track 1281,The Martinez Brothers,101,0.39,0.52,0.67,0.51,65,2015
Ibiza Session Track 1282,Hot Since 82,127,0.92,0.62,0.72,0.02,57,2004
Ibiza Session Track 1283,Hot Since 82,124,0.6,0.6,0.82,0.19,80,2002
Ibiza Session Track 1284,Fisher,102,0.43,0.52,0.7,0.76,43,2006
Ibiza Session Track 1285,The Martinez Brothers,129,0.88,0.51,0.68,0.05,44,2004
Ibiza Session Track 1286,Tale Of Us,128,0.76,0.4,0.64,0.06,77,2014
Ibiza Session Track 1287,Carl Cox,125,0.86,0.73,0.71,0.06,47,2023
Ibiza Session Track 1288,Hot Since 82,126,0.95,0.76,0.69,0.01,68,2002
Ibiza Session Track 1289,Fisher,101,0.53,0.61,0.57,0.6,74,1999
Ibiza Session Track 1290,Peggy Gou,88,0.32,0.7,0.54,0.35,54,2020
Ibiza Session Track 1291,Maceo Plex,128,0.87,0.57,0.66,0.01,50,2001
Ibiza Session Track 1292,Peggy Gou,124,0.9,0.51,0.72,0.0,45,1999
Ibiza Session Track 1293,David Guetta,127,0.72,0.16,0.77,0.03,63,2008
Ibiza Session Track 1294,David Guetta,125,0.74,0.57,0.73,0.09,54,2002
